ID,Source_IP,Destination_IP,Protocol,Timestamp,Traffic_Type,Source_Port,Destination_Port,Data_Volume,Packet_Size,HTTP_Status_Code,Firewall_Rule,VPN_Status,MFA_Status,Credential_Used,Data_Classification,Encryption_Algorithm
1139,161.131.200.23,189.183.34.215,ICMP,2020-12-20 17:37:22,Inbound,49103,20666,868,814,500,Quarantine,True,Failed,MF13VGhq(8%B,Highly Confidential,
1140,114.98.252.84,106.153.29.86,UDP,2013-08-24 03:17:26,Inbound,46729,46129,238,360,200,Allow,False,Bypassed,O85(Zybo&3ZY,Public,SHA-256
1141,24.102.28.53,115.234.225.253,UDP,2023-10-06 02:48:30,Outbound,51023,59666,400,596,200,Allow,True,Failed,#3d#ovCDu0uT,Confidential,
1142,96.23.72.195,95.52.157.240,TCP,2021-05-18 00:26:34,Inbound,26791,49008,993,1299,200,Allow,False,Failed,(ceZEmwr$0T+,Public,AES
1143,81.136.143.157,87.63.221.113,ICMP,2020-04-27 19:17:15,Inbound,6346,1754,547,1274,200,Deny,False,Failed,@6bk2j+OxZYO,Public,RSA
1144,119.9.243.109,73.210.185.123,ICMP,2014-04-20 05:56:33,Outbound,34366,16537,530,182,200,Quarantine,True,Failed,t3^rV+B^rrTw,Public,AES
1145,183.164.71.225,70.200.227.230,TCP,2021-08-26 01:18:15,Inbound,62075,57998,76,945,200,Quarantine,False,Used,)uNKF*Ggp3ta,Public,SHA-256
1146,110.98.26.118,216.164.221.210,ICMP,2010-12-19 17:03:29,Outbound,44513,37005,748,873,500,Deny,False,Used,^BE%lkrk&0Rx,Internal,AES
1147,100.158.71.86,177.200.119.192,ICMP,2018-07-07 11:59:21,Outbound,43464,54492,468,522,200,Deny,True,Bypassed,*qHDssac3lHf,Confidential,
1148,92.151.130.160,93.84.193.83,UDP,2013-08-15 15:19:21,Outbound,37292,29704,680,229,200,Allow,True,Failed,#gZ98xy$lsSM,Internal,AES
1149,125.76.237.196,152.67.153.58,TCP,2010-10-20 23:04:51,Outbound,9953,22217,26,845,200,Quarantine,True,Failed,Z2vRkK)m+1_%,Confidential,
1150,2.25.91.57,41.152.37.170,TCP,2017-10-18 23:42:44,Outbound,27076,62506,766,1234,500,Deny,False,Used,!oEM7gfz6sUl,Public,SHA-256
1151,8.113.132.206,59.204.136.177,UDP,2017-08-07 05:13:16,Inbound,37845,16904,807,556,500,Quarantine,True,Used,_6S+CP#nHZU9,Public,RSA
1152,100.154.206.5,207.173.118.229,UDP,2021-01-30 05:35:49,Inbound,33385,44320,911,994,404,Allow,False,Failed,c!r3zTgbes&p,Confidential,
1153,212.113.2.57,175.107.124.207,TCP,2017-04-18 19:55:13,Inbound,55318,1905,160,428,200,Allow,False,Bypassed,I3!JU3uh0r25,Internal,
1154,43.78.12.107,83.140.213.223,ICMP,2018-06-29 09:43:15,Inbound,59056,58122,651,863,200,Allow,True,Failed,AxxDMlfC(1Xo,Internal,
1155,220.208.17.16,86.64.68.80,ICMP,2023-04-01 21:08:21,Inbound,58178,63701,906,277,200,Allow,True,Used,9G&E7Cie(MSq,Highly Confidential,SHA-256
1156,221.111.169.178,157.15.6.249,UDP,2014-03-21 18:49:25,Inbound,12278,60444,365,1221,200,Allow,True,Bypassed,^nN4HkX2)#ty,Confidential,
1157,54.13.84.240,187.155.123.225,TCP,2011-07-27 03:35:26,Inbound,41819,20938,353,1387,200,Quarantine,False,Failed,6$4la(hk6FeE,Internal,
1158,190.76.110.74,147.239.124.135,UDP,2015-04-16 12:23:23,Inbound,26682,63123,945,973,200,Quarantine,False,Used,$7iKN++CCh$I,Confidential,
1159,218.138.212.185,19.192.168.244,TCP,2015-06-12 07:40:19,Inbound,49724,62111,521,1472,200,Allow,False,Bypassed,9g1$+vMzj*y2,Internal,
1160,93.62.147.212,93.179.119.149,TCP,2018-06-22 22:11:10,Inbound,1198,30929,137,53,200,Deny,True,Bypassed,!5s9hghWiEKO,Confidential,RSA
1161,50.188.63.241,183.184.169.68,ICMP,2018-08-09 20:26:29,Outbound,24189,21760,94,1441,200,Allow,False,Used,(_IS7sIo2ekQ,Public,AES
1162,40.201.187.201,184.110.50.153,UDP,2019-02-15 17:51:48,Inbound,11086,48879,670,1123,200,Quarantine,True,Bypassed,Yx3Y^tGxV*&j,Confidential,RSA
1163,35.197.25.95,62.251.195.118,UDP,2017-11-25 07:43:45,Outbound,41146,25265,857,1183,200,Quarantine,False,Used,u)y9Dfot(v!u,Internal,RSA
1164,107.15.214.84,82.152.213.72,UDP,2012-04-06 10:37:27,Outbound,52717,48129,340,1171,200,Deny,True,Failed,J)h7v2Qs&i1Y,Highly Confidential,SHA-256
1165,101.7.99.151,215.181.113.7,ICMP,2015-10-14 09:40:18,Inbound,9030,21621,857,372,200,Deny,True,Bypassed,K0IS)Ff7_7aC,Internal,RSA
1166,221.218.122.105,128.66.119.53,ICMP,2021-01-09 02:50:48,Inbound,40071,23864,48,258,200,Deny,True,Failed,G3x^6NCvs_KP,Confidential,
1167,31.221.62.36,119.224.198.80,UDP,2012-03-10 04:21:19,Outbound,53606,59141,547,1079,200,Quarantine,False,Used,aVX8Y4f3eU#a,Highly Confidential,AES
1168,32.221.154.20,153.252.61.252,UDP,2013-12-06 23:21:18,Outbound,22072,29159,508,1267,200,Allow,True,Bypassed,(6CviwDuSAW3,Internal,
1169,38.241.144.111,186.29.141.100,UDP,2019-08-06 16:45:39,Outbound,60764,62168,40,263,200,Quarantine,True,Used,zD9c7CAs^LxI,Public,RSA
1170,114.152.249.131,99.225.242.4,UDP,2021-06-07 06:59:10,Outbound,26610,59147,109,279,200,Quarantine,False,Bypassed,*tRPjxyg011&,Internal,
1171,193.201.96.232,28.96.125.209,UDP,2011-07-28 17:15:54,Outbound,46681,15907,53,1497,404,Quarantine,True,Bypassed,LblJc@kb+69U,Public,
1172,92.93.7.122,42.133.68.73,UDP,2023-05-18 11:10:26,Outbound,19689,42874,238,649,200,Deny,True,Bypassed,C26HY0kZ@+H*,Highly Confidential,AES
1173,153.218.87.207,144.82.60.146,TCP,2015-12-13 17:40:03,Outbound,22642,27305,682,1170,200,Deny,False,Used,O*r@L!UI9m4Y,Confidential,AES
1174,212.1.42.235,145.143.168.111,TCP,2018-10-22 12:09:10,Outbound,34307,35036,224,834,200,Allow,True,Used,f!3I2Agb*hf#,Confidential,SHA-256
1175,170.244.244.92,124.91.22.75,UDP,2019-02-27 13:03:23,Outbound,13840,10396,470,527,200,Quarantine,False,Used,py)&!DPs^1VA,Confidential,
1176,107.143.144.176,213.140.229.88,UDP,2012-04-20 10:40:08,Outbound,46562,29589,43,344,200,Deny,True,Failed,*MDj$DVC0Mfn,Confidential,AES
1177,195.68.226.234,179.28.79.216,UDP,2019-05-22 05:20:54,Inbound,56253,27426,333,100,200,Deny,True,Used,@p7%Hw(LV(Ha,Internal,RSA
1178,46.176.15.141,10.46.217.12,ICMP,2012-08-20 05:41:48,Outbound,4369,8263,993,875,200,Deny,False,Used,YVQ@XAuzH6ot,Highly Confidential,
1179,32.193.55.122,85.45.14.203,ICMP,2021-09-13 15:06:54,Outbound,48267,43299,840,331,404,Deny,True,Used,B6Q^itI5yq&p,Internal,RSA
1180,78.32.133.164,197.106.221.159,TCP,2022-09-12 11:21:26,Inbound,3558,3659,213,1236,200,Deny,False,Bypassed,U4Z%G*yZ^+ar,Public,
1181,28.152.25.200,218.48.195.249,ICMP,2013-08-24 00:40:57,Inbound,8395,161,871,730,200,Deny,True,Used,&5(Rh9BL$aS_,Internal,
1182,171.202.15.131,154.138.235.96,ICMP,2013-06-17 11:48:01,Outbound,52750,10913,913,1161,404,Allow,False,Used,*HIOlW5d3S7x,Internal,RSA
1183,181.189.187.170,38.204.222.81,TCP,2014-09-12 01:39:40,Outbound,54663,45391,842,79,200,Deny,False,Used,C9G0hvHI(z50,Confidential,SHA-256
1184,135.153.35.187,52.153.57.169,UDP,2021-08-30 08:30:02,Outbound,32386,30678,470,148,500,Allow,True,Bypassed,znuoCF5o(1I8,Highly Confidential,RSA
1185,149.92.21.21,209.89.13.109,UDP,2013-03-16 20:37:29,Inbound,57757,32290,77,1361,200,Deny,True,Failed,^6k)txKwNaC$,Highly Confidential,
1186,89.217.48.119,192.59.234.173,TCP,2020-09-23 04:11:18,Inbound,58703,11417,780,577,200,Quarantine,False,Used,^UJEnyga7Z5H,Confidential,SHA-256
1187,211.39.236.97,210.16.214.104,ICMP,2012-12-25 17:41:12,Outbound,32867,57162,920,250,200,Allow,False,Failed,NN1VBg&R(3A!,Public,AES
1188,51.170.98.56,179.25.153.203,ICMP,2015-06-05 12:19:20,Inbound,22488,63862,69,227,200,Quarantine,True,Used,JOw8bYibX!(2,Highly Confidential,AES
1189,69.150.168.31,220.75.172.250,TCP,2018-08-08 15:10:27,Inbound,6391,784,691,392,200,Deny,False,Bypassed,(1_Az5JcJZcR,Highly Confidential,SHA-256
1190,142.243.169.153,202.83.237.204,ICMP,2016-04-29 15:59:40,Outbound,44864,42497,170,155,200,Deny,False,Used,GRwx1I@k*U1@,Confidential,RSA
1191,116.177.51.121,82.199.208.161,TCP,2021-06-09 13:25:30,Outbound,51298,60112,5,1125,200,Deny,True,Failed,fY^wXd+n6106,Confidential,AES
1192,84.67.152.130,221.133.0.173,ICMP,2017-01-22 15:22:17,Inbound,45184,23298,455,563,200,Allow,False,Used,))OSIU!Xfw4x,Internal,SHA-256
1193,63.120.19.122,211.183.84.253,UDP,2018-05-19 05:01:21,Outbound,59814,33534,625,1174,200,Quarantine,False,Bypassed,u0PeMu9^&#s7,Internal,RSA
1194,176.72.109.70,23.1.243.178,TCP,2013-05-19 21:58:38,Outbound,18371,10150,355,1301,500,Deny,True,Used,Oy0XBs7O*^8P,Confidential,SHA-256
1195,85.73.228.207,119.240.89.199,UDP,2020-05-29 20:04:52,Inbound,39288,16247,958,973,500,Deny,False,Bypassed,c7e5w6Idr_1c,Highly Confidential,RSA
1196,71.85.169.237,80.153.196.9,UDP,2022-07-13 08:21:26,Outbound,39669,65088,555,1114,200,Deny,False,Failed,(*7Zk!+fJLNN,Confidential,SHA-256
1197,170.166.53.101,193.148.143.236,TCP,2021-12-04 14:24:00,Outbound,22839,43483,66,1470,200,Deny,False,Used,ib$1NlkCIH2),Public,AES
1198,118.88.28.186,182.77.229.36,TCP,2021-05-28 17:58:06,Inbound,57896,58738,64,993,200,Deny,False,Bypassed,s**2C8xX_y(l,Confidential,AES
1199,10.191.43.250,136.31.100.157,UDP,2021-08-08 09:59:25,Inbound,36209,27123,651,1368,200,Deny,False,Failed,V(8cxR+l5%DR,Highly Confidential,RSA
1200,63.164.164.157,105.88.188.81,ICMP,2020-12-28 20:27:49,Outbound,23746,40802,883,1085,200,Deny,False,Used,H%V1SZvYIFqG,Confidential,
1201,205.249.157.184,73.122.116.80,UDP,2013-06-21 07:44:33,Outbound,39646,60447,732,1280,200,Deny,True,Bypassed,*8(i#XF)bYSC,Internal,SHA-256
1202,200.170.88.130,153.223.4.52,TCP,2011-09-01 13:42:42,Inbound,14654,56850,443,821,200,Deny,True,Failed,5jd!I@e)(7Dn,Highly Confidential,
1203,118.122.16.112,28.188.55.244,TCP,2018-11-22 23:00:29,Inbound,27677,11928,682,1139,200,Allow,False,Bypassed,iVts2bDiM#h3,Confidential,SHA-256
1204,72.105.120.199,215.136.53.76,TCP,2015-03-21 21:13:05,Inbound,62727,8247,795,986,200,Quarantine,True,Used,^C!dIUb*ds1F,Confidential,
1205,216.42.118.143,18.231.104.254,TCP,2019-07-23 02:51:20,Outbound,7856,6816,426,1016,500,Quarantine,True,Failed,zl@3DrlcGH_q,Highly Confidential,SHA-256
1206,79.227.167.236,25.204.140.109,ICMP,2011-02-21 02:02:41,Inbound,41892,55584,73,1452,200,Quarantine,False,Failed,aj+cIiFPbO7x,Highly Confidential,
1207,100.161.70.178,48.164.20.169,ICMP,2012-08-11 20:12:12,Outbound,14545,3877,88,303,404,Allow,True,Used,@G#bfHTn!^1h,Public,AES
1208,75.24.157.85,78.64.199.42,ICMP,2021-04-21 17:50:39,Inbound,63063,7666,375,487,200,Deny,True,Failed,Vu%1@R^o8n&T,Highly Confidential,
1209,175.117.82.12,109.237.210.23,UDP,2015-12-26 03:40:50,Outbound,41106,37359,380,793,200,Deny,False,Bypassed,gp6QApu3m*nr,Internal,
1210,102.62.107.26,101.19.133.239,UDP,2019-11-29 11:45:34,Inbound,51804,49762,77,847,200,Allow,True,Bypassed,Y%*bHEEmsb#7,Internal,AES
1211,185.183.7.124,222.214.95.189,UDP,2018-07-08 04:55:53,Inbound,2709,33613,749,1160,200,Allow,True,Bypassed,Fx6aHyh6$ZO),Confidential,RSA
1212,23.170.196.135,115.192.11.215,TCP,2022-01-02 03:58:26,Outbound,48107,54425,676,377,200,Quarantine,False,Bypassed,*NIbLp3po8NL,Public,AES
1213,150.3.204.181,151.180.226.104,ICMP,2021-09-09 20:53:36,Inbound,18193,52498,515,1494,200,Allow,True,Used,H0ypT0Ke0!w5,Highly Confidential,RSA
1214,219.213.128.155,146.202.211.77,ICMP,2017-07-26 20:01:05,Inbound,33955,5478,230,120,200,Quarantine,False,Bypassed,%^HBHPn3G03$,Public,RSA
1215,75.17.18.87,184.38.77.12,TCP,2010-07-09 13:17:36,Inbound,22056,25727,988,1190,200,Quarantine,True,Used,!7uFujhx8J1Y,Highly Confidential,RSA
1216,120.245.35.113,125.222.99.167,UDP,2019-12-25 18:11:31,Inbound,22064,53290,888,101,200,Quarantine,True,Used,QQ&4D!Et6w72,Public,RSA
1217,50.139.233.171,114.147.134.97,ICMP,2020-02-02 15:31:28,Inbound,24492,46366,881,1377,200,Allow,True,Failed,Rx)bDJ$D(55&,Internal,AES
1218,131.34.32.10,196.238.20.47,UDP,2010-04-03 04:06:13,Outbound,58017,30256,24,67,200,Quarantine,False,Failed,!@HTLevJ_2K3,Highly Confidential,
1219,83.132.167.24,193.150.247.194,ICMP,2019-08-19 21:39:22,Inbound,37687,27582,203,551,200,Deny,True,Used,^89RbKSqNe1V,Highly Confidential,SHA-256
1220,45.29.156.248,221.76.171.153,ICMP,2017-08-10 20:46:12,Inbound,45974,24500,564,731,200,Deny,False,Used,&R5UEz$vrgDx,Internal,AES
1221,194.20.140.153,10.202.209.223,TCP,2021-12-01 01:11:48,Inbound,63469,15763,545,74,200,Quarantine,True,Failed,Zc6GJYw8^P)#,Confidential,
1222,196.155.227.37,66.152.73.42,UDP,2021-05-14 05:24:46,Inbound,7947,29975,341,746,200,Quarantine,False,Failed,RuAktF06%6RM,Highly Confidential,AES
1223,153.140.12.120,158.166.2.156,ICMP,2011-03-11 02:58:33,Outbound,47642,14037,720,816,200,Allow,False,Bypassed,@z@#Zksvp)3A,Highly Confidential,AES
1224,129.219.161.240,9.192.20.176,UDP,2019-01-11 21:19:58,Outbound,60646,16922,180,855,200,Allow,False,Bypassed,Hn2%9HXd5yR0,Confidential,RSA
1225,51.177.31.99,84.141.120.171,TCP,2011-04-05 06:08:20,Inbound,1479,55787,89,229,200,Deny,True,Used,@1BMN4kGXq(B,Highly Confidential,RSA
1226,59.40.193.122,120.55.25.233,ICMP,2011-06-08 10:33:53,Outbound,2431,64215,809,1239,200,Allow,True,Failed,bZ*Onschjz0*,Confidential,AES
1227,171.204.118.172,59.170.113.14,TCP,2012-03-09 07:45:04,Outbound,12343,53116,499,1208,200,Quarantine,False,Bypassed,!Yz*r*1u@0VK,Public,SHA-256
1228,129.14.181.197,55.156.194.35,UDP,2011-04-27 11:21:41,Outbound,12070,32801,8,64,200,Quarantine,True,Bypassed,$w3jgmWix9TG,Highly Confidential,RSA
1229,137.32.71.93,137.155.160.6,ICMP,2013-09-08 12:23:22,Outbound,48107,5971,704,1439,200,Allow,True,Failed,)!nFO5hPSV58,Public,
1230,186.135.237.146,89.2.142.127,TCP,2014-09-09 12:39:04,Outbound,12409,40994,723,1344,200,Allow,False,Bypassed,Ad7Anff6&^*o,Confidential,RSA
1231,58.54.129.135,35.140.42.221,UDP,2020-05-23 08:51:13,Outbound,42784,29908,974,1496,200,Allow,False,Bypassed,$($Y8V0gRFvW,Internal,AES
1232,219.106.213.22,62.117.61.248,UDP,2013-12-17 13:02:00,Outbound,47722,42575,84,251,500,Quarantine,True,Used,3#fYdX3q)FO),Highly Confidential,SHA-256
1233,31.191.115.88,156.186.80.185,TCP,2010-12-28 12:53:10,Outbound,37744,36734,909,287,200,Deny,True,Used,vKEQQnff!#47,Confidential,AES
1234,94.230.202.106,72.225.131.172,TCP,2014-11-16 13:11:47,Inbound,55349,37428,663,779,200,Deny,False,Failed,ypYFcv^h4r9$,Internal,AES
1235,34.77.34.230,72.141.125.110,ICMP,2023-05-15 09:11:44,Outbound,61254,46767,722,930,200,Quarantine,True,Used,0uVcpz(@)UQ6,Public,
1236,102.89.11.194,27.169.139.2,UDP,2017-01-26 01:58:08,Outbound,45142,56590,276,736,200,Deny,True,Failed,bTD0Lje!Ocw+,Highly Confidential,
1237,17.63.252.109,28.44.99.47,TCP,2022-11-17 04:14:22,Inbound,13207,28670,999,407,200,Allow,True,Used,4&k9!gXd3l7n,Internal,
1238,1.40.109.123,1.182.78.182,UDP,2015-06-20 00:46:36,Inbound,29380,33748,352,340,200,Deny,False,Failed,Lj2%EOSAy3@G,Highly Confidential,SHA-256
1239,108.55.207.88,62.132.207.128,TCP,2012-03-05 10:41:21,Inbound,33304,28474,237,484,500,Allow,True,Bypassed,f124KW(bGx^E,Confidential,
1240,171.108.240.95,73.132.105.74,ICMP,2022-08-25 10:18:26,Outbound,10367,42925,213,554,404,Allow,True,Bypassed,^_PFAZone0#I,Highly Confidential,AES
1241,219.102.171.211,135.236.171.82,TCP,2021-11-10 07:47:30,Outbound,31481,14361,451,246,200,Quarantine,False,Bypassed,&4yi6+xbUyT+,Public,
1242,40.225.182.239,15.50.255.223,TCP,2021-06-03 00:34:16,Outbound,14541,46747,149,1328,200,Allow,False,Bypassed,AV7NpwDte%5v,Confidential,RSA
1243,103.74.93.196,7.110.95.245,ICMP,2016-01-22 12:39:00,Outbound,50671,38120,845,1420,200,Deny,False,Used,x$58WSszHYMv,Public,RSA
1244,43.164.54.199,155.179.161.103,ICMP,2020-11-29 15:10:01,Outbound,17186,9328,573,1235,200,Quarantine,True,Bypassed,A(9Zwq5op@KR,Public,RSA
1245,142.177.90.90,42.219.210.176,ICMP,2013-02-12 10:32:47,Outbound,15956,39097,619,566,200,Quarantine,False,Used,HS6GdRX#&pQE,Internal,SHA-256
1246,53.250.97.245,13.235.187.130,TCP,2017-05-10 18:05:51,Inbound,44421,9600,754,997,404,Deny,False,Used,nw4+1W9pJ_^Q,Internal,SHA-256
1247,221.178.181.248,157.191.156.7,UDP,2016-01-24 16:50:10,Outbound,1357,52229,99,1228,200,Quarantine,True,Failed,V5gU9S#b%0Zt,Highly Confidential,
1248,131.235.99.169,49.77.94.177,ICMP,2022-03-15 00:55:31,Outbound,7011,31742,442,159,200,Quarantine,True,Bypassed,X_d4NOlaA+rp,Internal,
1249,169.77.80.14,212.146.234.75,UDP,2023-06-18 22:21:01,Outbound,52979,13986,706,518,200,Quarantine,True,Bypassed,Uq9xIakiR&2R,Confidential,RSA
1250,8.163.176.2,63.110.10.60,TCP,2017-04-22 22:49:47,Outbound,24273,2845,621,865,200,Quarantine,True,Bypassed,*6#TLBf9m#wL,Public,
1251,214.239.105.114,83.208.160.148,ICMP,2019-09-25 16:38:50,Outbound,40009,21626,182,269,200,Allow,False,Failed,T)55OKIgDD)7,Public,RSA
1252,155.164.158.209,71.172.202.73,TCP,2016-07-13 04:55:10,Inbound,32280,26370,266,943,200,Deny,True,Bypassed,^7A_jaNQME7Y,Public,
1253,62.217.202.235,157.224.0.81,TCP,2016-12-22 20:52:30,Outbound,35177,39465,227,480,200,Allow,False,Bypassed,P^24LiQqCG$Z,Highly Confidential,AES
1254,145.193.82.182,16.238.198.10,TCP,2022-11-30 08:08:25,Inbound,57094,19288,831,764,200,Allow,True,Failed,jm4NfqIxk$+M,Public,
1255,129.3.206.149,197.172.158.82,TCP,2011-06-17 17:29:51,Outbound,53122,43272,505,197,200,Quarantine,True,Bypassed,$c_CEVFab_8),Confidential,RSA
1256,86.176.135.8,79.24.205.116,ICMP,2011-07-27 18:24:33,Outbound,11719,63028,139,126,200,Deny,True,Bypassed,%ZAhmk5Ax3$K,Public,RSA
1257,132.33.141.46,111.122.13.186,TCP,2017-07-27 18:05:13,Outbound,52731,63986,759,308,200,Quarantine,True,Used,l#!Pyb^B%r9#,Highly Confidential,SHA-256
1258,201.135.97.68,142.19.206.178,ICMP,2012-06-23 06:06:59,Inbound,58354,44535,630,1286,404,Allow,True,Used,!X)86pVkAJ6Y,Confidential,SHA-256
1259,5.11.144.53,60.121.212.91,ICMP,2012-10-30 07:11:05,Outbound,57396,35886,50,630,200,Deny,True,Used,@9nJTBGp^fU9,Public,RSA
1260,96.36.59.42,121.251.133.87,ICMP,2020-05-23 23:05:12,Inbound,46361,40055,512,249,200,Quarantine,True,Failed,%AF)@ckwM1YX,Highly Confidential,SHA-256
1261,43.231.74.62,142.92.12.82,ICMP,2020-04-04 15:39:36,Inbound,45867,40517,653,1158,404,Deny,True,Failed,&@zAHQhpmRU6,Confidential,RSA
1262,58.219.95.69,151.69.63.168,ICMP,2021-06-10 15:54:44,Outbound,30786,26624,771,839,200,Quarantine,False,Used,q$K#Z)sN%N8W,Public,AES
1263,213.92.176.161,42.148.142.224,UDP,2018-10-06 16:03:27,Inbound,40919,52864,457,834,200,Deny,False,Used,^acr6CC(s8+q,Highly Confidential,
1264,198.108.210.76,25.64.40.116,UDP,2016-11-30 02:33:57,Inbound,11387,4123,919,785,200,Deny,True,Used,NP6+b^Kc1lN6,Public,RSA
1265,218.181.203.177,199.175.97.135,TCP,2017-07-28 14:18:56,Outbound,12804,7078,371,155,200,Allow,True,Bypassed,8Hw@AuVm#R1W,Confidential,RSA
1266,35.46.211.37,17.97.25.255,TCP,2017-02-24 15:50:14,Inbound,1458,39619,88,340,404,Quarantine,False,Failed,97R88jsi(reP,Internal,AES
1267,133.40.26.155,132.225.157.16,TCP,2022-01-16 00:01:31,Inbound,61839,7521,438,1127,200,Allow,True,Failed,es#Vt$Yl)_16,Public,AES
1268,52.144.179.173,54.173.219.24,UDP,2016-12-21 10:03:45,Outbound,64751,18497,795,750,200,Deny,True,Bypassed,6a6@sBwkQG$9,Confidential,RSA
1269,8.131.133.190,48.224.156.196,UDP,2016-02-08 00:10:04,Inbound,17377,16500,345,788,200,Quarantine,True,Bypassed,%GG1*I5d33aj,Highly Confidential,RSA
1270,47.40.158.183,205.71.155.111,ICMP,2018-02-08 08:49:26,Inbound,4668,41011,484,681,200,Quarantine,True,Bypassed,l&xQfBfgoZS0,Highly Confidential,SHA-256
1271,48.163.145.112,204.219.76.166,ICMP,2012-11-06 04:14:27,Inbound,2021,52775,397,207,200,Deny,False,Used,g7PFN&IB^TPc,Highly Confidential,SHA-256
1272,153.144.153.186,17.175.81.62,UDP,2017-05-29 06:02:18,Inbound,41801,28321,863,1300,200,Allow,True,Used,JNZHjRRJJj4@,Internal,SHA-256
1273,15.6.27.153,120.175.197.75,TCP,2014-04-30 11:27:41,Inbound,25033,37532,605,354,200,Deny,True,Failed,)hwDnGEIc8m_,Highly Confidential,RSA
1274,23.3.169.91,36.249.57.217,UDP,2020-05-18 15:56:22,Outbound,14572,44943,121,679,200,Quarantine,True,Failed,Zmwl6WaNH@2D,Highly Confidential,SHA-256
1275,72.169.254.212,9.207.104.119,UDP,2019-01-19 18:28:57,Inbound,11644,56021,563,356,200,Allow,True,Used,_L6$6HWef+BY,Internal,
1276,166.194.249.9,156.187.135.212,UDP,2013-08-18 09:57:30,Inbound,44425,49840,38,863,200,Deny,True,Failed,19p)NNyD^65M,Confidential,RSA
1277,1.190.56.80,214.179.249.18,TCP,2010-01-22 07:03:00,Inbound,64388,17131,186,282,200,Deny,True,Failed,pc*eODkaDh1H,Public,
1278,66.253.200.117,110.206.101.48,TCP,2020-12-28 20:04:46,Inbound,41830,16171,512,1215,200,Allow,True,Failed,65GOCeh0_q&3,Internal,
1279,102.108.183.162,95.228.236.181,UDP,2021-07-13 20:32:27,Inbound,32843,16833,610,189,200,Allow,True,Bypassed,P+(7Fkg$$SLo,Confidential,RSA
1280,91.7.80.183,83.41.166.122,ICMP,2017-12-29 09:41:38,Inbound,22933,20182,539,40,200,Allow,True,Failed,Y$3(XoexMW*r,Confidential,
1281,86.199.178.69,34.42.205.234,ICMP,2013-07-05 09:48:10,Inbound,23478,64307,928,1025,200,Quarantine,True,Failed,u8NeSMWa$%$6,Highly Confidential,
1282,5.207.3.26,211.116.27.5,TCP,2020-11-19 16:55:24,Inbound,24868,33353,818,832,200,Deny,True,Failed,#ZEXmy7Tj63a,Confidential,
1283,67.35.148.72,45.24.247.244,UDP,2022-08-27 14:11:43,Inbound,42006,52978,188,887,200,Quarantine,False,Bypassed,5G8ueIoWK(47,Confidential,
1284,178.150.199.23,103.214.145.83,UDP,2022-07-27 21:38:09,Outbound,4370,11025,392,451,200,Deny,False,Bypassed,qsQvlGD+)7$N,Highly Confidential,SHA-256
1285,178.212.41.119,131.225.154.26,ICMP,2022-10-11 00:50:23,Inbound,19051,55947,454,557,200,Quarantine,True,Bypassed,Llf4wrc9)+2Q,Internal,SHA-256
1286,134.85.89.246,80.234.142.150,UDP,2013-10-28 00:46:17,Outbound,37328,56814,965,106,200,Deny,True,Failed,jpT(S*mp0aU4,Internal,RSA
1287,45.92.237.23,117.88.168.169,UDP,2018-11-04 04:53:42,Inbound,4652,63412,823,602,200,Allow,False,Used,^0EENBxno^2i,Internal,SHA-256
1288,82.14.16.133,186.255.11.122,UDP,2023-09-25 20:05:46,Outbound,43472,27987,273,1456,500,Deny,False,Bypassed,Pi!5*Hb2en%d,Public,RSA
1289,174.195.55.219,178.116.230.241,TCP,2017-02-22 04:13:31,Outbound,29611,2944,495,1132,200,Quarantine,False,Used,&c8(k32*(9+U,Highly Confidential,SHA-256
1290,96.92.7.183,33.246.9.27,UDP,2012-02-08 11:20:42,Outbound,57529,42946,381,592,200,Deny,True,Failed,!m6B)c+UXmZ3,Public,SHA-256
1291,136.204.236.152,174.21.81.25,ICMP,2020-04-27 13:36:18,Inbound,62722,10481,615,413,200,Quarantine,False,Used,#$LOnuUu0@4),Internal,AES
1292,32.93.101.184,188.208.60.78,ICMP,2010-07-13 22:42:05,Inbound,33089,37931,68,131,200,Deny,False,Used,_NKuhvb30#AJ,Public,
1293,72.37.174.122,178.112.23.208,UDP,2020-06-24 12:12:40,Inbound,29391,60929,887,712,200,Quarantine,True,Failed,7RhAn^t5X_8C,Confidential,RSA
1294,13.50.17.104,62.198.50.45,ICMP,2023-02-05 14:42:22,Outbound,49921,40906,515,586,404,Deny,True,Bypassed,$dX6%Pzv^OMd,Confidential,RSA
1295,69.19.131.222,219.26.159.115,ICMP,2017-10-06 11:23:06,Inbound,59936,8542,622,1264,200,Deny,False,Used,c22zo(aD)FkN,Internal,AES
1296,16.42.120.107,19.55.207.56,UDP,2011-09-13 00:04:55,Inbound,61604,10706,27,280,200,Quarantine,False,Used,W*J3v3Te0Y5i,Public,SHA-256
1297,98.217.164.175,148.173.212.47,TCP,2012-02-25 22:05:32,Inbound,60631,62963,355,648,200,Quarantine,False,Used,0KeQ2^mx^mIp,Confidential,
1298,118.52.5.69,216.227.129.86,ICMP,2013-02-28 02:20:05,Inbound,32875,9525,881,1429,200,Quarantine,True,Failed,_JD5KuKg9%Di,Confidential,RSA
1299,5.177.73.83,20.132.12.41,ICMP,2021-02-23 05:38:21,Inbound,38719,27737,746,1310,200,Deny,False,Bypassed,dt5%1Y4qU*H+,Highly Confidential,
